Id,B_Age,B_Height,B_Weight,B_Name,R_Age,R_Height,R_Weight,R_Name,winby,winner
1428,31.0,172.0,70.0,Rustam Khabilov,32.0,180.0,70.0,Jason Saggo,DEC,blue
1429,31.0,190.0,93.0,Misha Cirkunov,26.0,190.0,93.0,Nikita Krylov,SUB,blue
1430,27.0,177.0,65.0,Dooho Choi,34.0,172.0,65.0,Cub Swanson,DEC,red
1431,31.0,177.0,70.0,Anthony Pettis,26.0,180.0,65.0,Max Holloway,KO/TKO,red
1432,31.0,170.0,61.0,Matthew Lopez,33.0,165.0,61.0,Mitch Gagnon,DEC,blue
1433,30.0,180.0,77.0,Emil Meek,28.0,182.0,77.0,Jordan Mein,DEC,blue
1434,37.0,182.0,77.0,Matt Brown,35.0,185.0,77.0,Donald Cerrone,KO/TKO,red
1435,26.0,175.0,84.0,Kelvin Gastelum,39.0,180.0,84.0,Tim Kennedy,KO/TKO,blue
1436,32.0,160.0,52.0,Michelle Waterson,24.0,162.0,56.0,Paige VanZant,SUB,blue
1437,26.0,187.0,77.0,Mickey Gall,22.0,182.0,77.0,Sage Northcutt,SUB,blue
1438,30.0,180.0,77.0,Colby Covington,29.0,182.0,77.0,Bryan Barberena,DEC,blue
1439,27.0,177.0,77.0,Mike Perry,36.0,182.0,77.0,Alan Jouban,DEC,red
1440,35.0,175.0,70.0,Scott Holtzman,33.0,167.0,65.0,Josh Emmett,DEC,red
1441,34.0,182.0,77.0,Sultan Aliev,29.0,182.0,77.0,Bojan Velickovic,DEC,blue
1442,40.0,167.0,61.0,Brad Pickett,39.0,167.0,61.0,Urijah Faber,DEC,red
1443,30.0,193.0,93.0,Paul Craig,29.0,190.0,93.0,Henrique da Silva,SUB,blue
1444,28.0,180.0,77.0,Alex Morono,30.0,177.0,77.0,James Moontasri,DEC,blue
1445,39.0,165.0,56.0,Fredy Serrano,32.0,157.0,56.0,Hector Sandoval,DEC,red
1446,30.0,175.0,61.0,Irene Aldana,36.0,175.0,61.0,Leslie Smith,DEC,red
1447,37.0,170.0,70.0,Mizuto Hirota,34.0,185.0,65.0,Cole Miller,DEC,blue
1448,31.0,170.0,61.0,Ronda Rousey,30.0,172.0,61.0,Amanda Nunes,KO/TKO,red
1449,31.0,175.0,77.0,Alex Garcia,43.0,182.0,77.0,Mike Pyle,KO/TKO,blue
1450,34.0,187.0,77.0,Tim Means,30.0,180.0,77.0,Alex Oliveira,,no contest
1451,31.0,190.0,77.0,Neil Magny,35.0,175.0,84.0,Johny Hendricks,DEC,blue
1452,32.0,177.0,77.0,Tarec Saffiedine,36.0,187.0,77.0,Dong Hyun Kim,DEC,red
1453,25.0,182.0,84.0,Marvin Vettori,,,,Antonio Carlos Junior,DEC,red
1454,27.0,172.0,61.0,Cody Garbrandt,33.0,172.0,61.0,Dominick Cruz,DEC,blue
1455,28.0,160.0,61.0,John Lineker,32.0,167.0,61.0,TJ Dillashaw,DEC,red
1456,25.0,162.0,56.0,Ray Borg,27.0,175.0,56.0,Louis Smolka,DEC,blue
1457,29.0,182.0,77.0,Niko Price,33.0,187.0,77.0,Brandon Thatch,SUB,blue
1458,35.0,187.0,77.0,Ben Saunders,33.0,180.0,77.0,Court McGee,DEC,blue
1459,29.0,182.0,70.0,Alex White,28.0,182.0,70.0,Tony Martin,DEC,red
1460,30.0,172.0,70.0,Drakkar Klose,30.0,182.0,70.0,Devin Powell,DEC,blue
1461,32.0,182.0,112.0,Cyril Asker,34.0,187.0,114.0,Dmitrii Smoliakov,KO/TKO,blue
1462,39.0,190.0,93.0,Joachim Christensen,38.0,180.0,93.0,Bojan Mihajlovic,KO/TKO,blue
1463,28.0,193.0,113.0,Chase Sherman,35.0,195.0,113.0,Walt Harris,KO/TKO,red
1464,26.0,175.0,70.0,Marcin Held,34.0,177.0,70.0,Joe Lauzon,DEC,red
1465,25.0,167.0,56.0,Sergio Pettis,34.0,167.0,56.0,John Moraga,DEC,blue
1466,35.0,167.0,61.0,Augusto Mendes,38.0,167.0,61.0,Frankie Saenz,DEC,blue
1467,28.0,190.0,109.0,Viktor Pesta,,,,Aleksei Oleinik,SUB,red
1468,32.0,165.0,52.0,Nina Ansaroff,33.0,170.0,52.0,Jocelyn Jones-Lybarger,SUB,blue
1469,31.0,170.0,65.0,Chan Sung Jung,31.0,167.0,65.0,Dennis Bermudez,KO/TKO,blue
1470,34.0,162.0,52.0,Felice Herrig,25.0,165.0,52.0,Alexa Grasso,DEC,blue
1471,31.0,190.0,70.0,James Vick,35.0,172.0,70.0,Abel Trujillo,SUB,blue
1472,29.0,187.0,93.0,Volkan Oezdemir,35.0,190.0,93.0,Ovince Saint Preux,DEC,blue
1473,27.0,193.0,120.0,Curtis Blaydes,31.0,190.0,93.0,Adam Milstead,KO/TKO,no contest
1474,32.0,172.0,70.0,Chris Gruetzemacher,33.0,180.0,65.0,Chas Skelly,SUB,red
1475,29.0,182.0,77.0,Niko Price,28.0,180.0,77.0,Alex Morono,KO/TKO,no contest
1476,28.0,185.0,93.0,Khalil Rountree Jr.,34.0,185.0,93.0,Daniel Jolly,KO/TKO,blue
1477,28.0,165.0,61.0,Michinori Tanaka,23.0,175.0,61.0,Ricardo Ramos,DEC,red
1478,29.0,167.0,56.0,Bec Rawlings,29.0,154.0,52.0,Tecia Torres,DEC,red
1479,33.0,160.0,52.0,Angela Hill,27.0,157.0,52.0,Jessica Andrade,DEC,red
1480,28.0,175.0,70.0,JC Cottrell,28.0,187.0,70.0,Jason Gonzalez,SUB,red
1481,29.0,167.0,61.0,Julianna Pena,30.0,165.0,56.0,Valentina Shevchenko,SUB,red
1482,33.0,180.0,77.0,Jorge Masvidal,35.0,185.0,77.0,Donald Cerrone,KO/TKO,blue
1483,32.0,193.0,113.0,Francis Ngannou,39.0,190.0,109.0,Andrei Arlovski,KO/TKO,blue
1484,32.0,187.0,93.0,Sam Alvey,39.0,182.0,84.0,Nate Marquardt,DEC,blue
1485,30.0,182.0,77.0,Li Jingliang,28.0,182.0,77.0,Bobby Nash,KO/TKO,blue
1486,27.0,182.0,93.0,Jeremy Kimball,33.0,185.0,93.0,Marcos Rogerio de Lima,KO/TKO,red
1487,29.0,187.0,93.0,Jordan Johnson,29.0,190.0,93.0,Henrique da Silva,DEC,blue
1488,26.0,177.0,65.0,Jason Knight,30.0,177.0,65.0,Alex Caceres,SUB,blue
1489,29.0,170.0,61.0,Aljamain Sterling,36.0,165.0,61.0,Raphael Assuncao,DEC,red
1490,28.0,182.0,84.0,Alessio Di Chirico,32.0,185.0,84.0,Eric Spicely,SUB,red
1491,27.0,167.0,56.0,Eric Shelton,28.0,165.0,56.0,Alexandre Pantoja,DEC,red
1492,34.0,175.0,61.0,Germaine de Randamie,36.0,172.0,65.0,Holly Holm,DEC,blue
1493,34.0,180.0,93.0,Jared Cannonier,38.0,187.0,93.0,Glover Teixeira,DEC,red
1494,40.0,180.0,77.0,Roan Carneiro,35.0,185.0,77.0,Ryan LaFlare,DEC,red
1495,30.0,180.0,77.0,Belal Muhammad,28.0,190.0,77.0,Randy Brown,DEC,blue
1496,26.0,177.0,70.0,Islam Makhachev,34.0,172.0,70.0,Nik Lentz,DEC,blue
1497,35.0,172.0,70.0,Jim Miller,29.0,175.0,70.0,Dustin Poirier,DEC,red
1498,34.0,175.0,65.0,Phillipe Nover,29.0,182.0,65.0,Rick Glenn,DEC,red
1499,37.0,182.0,84.0,Tim Boetsch,38.0,185.0,84.0,Jacare Souza,SUB,red
1500,34.0,185.0,84.0,Derek Brunson,43.0,187.0,84.0,Anderson Silva,DEC,red
1501,33.0,185.0,84.0,Cezar Ferreira,30.0,185.0,84.0,Elias Theodorou,DEC,red
1502,34.0,187.0,93.0,Thiago Santos,,,,Jack Marshman,KO/TKO,blue
1503,36.0,180.0,70.0,Alessandro Ricci,34.0,180.0,70.0,Paul Felder,KO/TKO,red
1504,32.0,182.0,77.0,Santiago Ponzinibbio,37.0,185.0,77.0,Nordine Taleb,DEC,blue
1505,35.0,170.0,61.0,Reginaldo Vieira,30.0,172.0,61.0,Aiemann Zahabi,DEC,red
1506,33.0,162.0,52.0,Randa Markos,30.0,154.0,52.0,Carla Esparza,DEC,blue
1507,36.0,200.0,115.0,Travis Browne,33.0,190.0,118.0,Derrick Lewis,KO/TKO,red
1508,30.0,167.0,61.0,Gina Mazany,38.0,167.0,61.0,Sara McMann,SUB,red
1509,40.0,175.0,84.0,Hector Lombard,35.0,175.0,84.0,Johny Hendricks,DEC,red
1510,37.0,190.0,84.0,Ryan Janes,30.0,185.0,84.0,Gerald Meerschaert,SUB,red
1511,32.0,170.0,65.0,Gavin Tucker,32.0,172.0,65.0,Sam Sicilia,DEC,blue
1512,44.0,177.0,120.0,Mark Hunt,38.0,193.0,120.0,Alistair Overeem,KO/TKO,red
1513,34.0,177.0,65.0,Darren Elkins,27.0,172.0,65.0,Mirsad Bektic,KO/TKO,blue
1514,35.0,182.0,77.0,Stephen Thompson,36.0,175.0,77.0,Tyron Woodley,DEC,red
1515,29.0,175.0,70.0,David Teymur,26.0,175.0,70.0,Lando Vannata,DEC,blue
1516,32.0,167.0,61.0,Luke Sanders,38.0,175.0,61.0,Iuri Alcantara,SUB,red
1517,30.0,193.0,93.0,Paul Craig,27.0,190.0,93.0,Tyson Pedro,KO/TKO,red
1518,40.0,182.0,84.0,Daniel Kelly,39.0,182.0,93.0,Rashad Evans,DEC,blue
1519,25.0,187.0,93.0,Luis Henrique,32.0,190.0,113.0,Marcin Tybura,KO/TKO,red
1520,31.0,162.0,52.0,Cynthia Calvillo,26.0,160.0,52.0,Amanda Cooper,SUB,blue
1521,29.0,175.0,61.0,Andre Soukhamthath,27.0,175.0,61.0,Albert Morales,DEC,red
1522,26.0,175.0,84.0,Kelvin Gastelum,41.0,182.0,84.0,Vitor Belfort,KO/TKO,no contest
1523,29.0,177.0,70.0,Beneil Dariush,32.0,180.0,70.0,Edson Barboza,KO/TKO,red
1524,33.0,190.0,93.0,Gian Villante,36.0,185.0,93.0,Mauricio Rua,KO/TKO,red
1525,41.0,167.0,61.0,Marion Reneau,35.0,165.0,61.0,Bethe Correia,,draw
1526,26.0,180.0,65.0,Jeremy Kennedy,34.0,170.0,65.0,Rony Jason,DEC,blue
1527,34.0,187.0,77.0,Tim Means,30.0,180.0,77.0,Alex Oliveira,SUB,red
1528,25.0,162.0,56.0,Ray Borg,33.0,165.0,56.0,Jussier Formiga,DEC,blue
1529,38.0,177.0,77.0,Joshua Burkman,37.0,167.0,77.0,Michel Prazeres,SUB,red
1530,31.0,172.0,70.0,Davi Ramos,36.0,182.0,77.0,Sergio Moraes,DEC,red
1531,38.0,185.0,93.0,Ed Herman,26.0,190.0,93.0,Nikita Krylov,KO/TKO,red
1532,32.0,185.0,70.0,Michael McBride,34.0,172.0,70.0,Nik Lentz,KO/TKO,red
1533,32.0,180.0,77.0,Max Griffin,30.0,180.0,77.0,Colby Covington,KO/TKO,red
1534,31.0,177.0,70.0,Thibault Gouti,32.0,177.0,77.0,Chad Laprise,KO/TKO,red
1535,24.0,170.0,56.0,Brandon Moreno,27.0,175.0,56.0,Louis Smolka,SUB,blue
1536,28.0,165.0,61.0,Michinori Tanaka,34.0,167.0,61.0,Rani Yahya,DEC,red
1537,31.0,167.0,61.0,Joe Soto,32.0,172.0,56.0,Marco Beltran,SUB,blue
1538,30.0,170.0,61.0,Raquel Pennington,32.0,167.0,61.0,Miesha Tate,DEC,blue
1539,33.0,177.0,77.0,Abdul Razak Alhassan,37.0,180.0,77.0,Charlie Ward,KO/TKO,blue
1540,26.0,177.0,65.0,Jason Knight,28.0,182.0,70.0,Dan Hooker,DEC,blue
1541,28.0,172.0,56.0,Matt Schnell,31.0,172.0,61.0,Rob Font,KO/TKO,red
1542,25.0,152.0,52.0,Viviane Pereira,35.0,170.0,56.0,Valerie Letourneau,DEC,blue
1543,34.0,170.0,61.0,Takeya Mizugaki,34.0,170.0,61.0,Eddie Wineland,KO/TKO,red
1544,39.0,175.0,65.0,BJ Penn,26.0,180.0,65.0,Yair Rodriguez,KO/TKO,red
1545,32.0,185.0,93.0,Marcel Fortuna,38.0,195.0,118.0,Anthony Hamilton,KO/TKO,blue
1546,29.0,177.0,56.0,Ulka Sasaki,33.0,162.0,56.0,Wilson Reis,DEC,red
1547,31.0,167.0,61.0,Joe Soto,34.0,167.0,61.0,Rani Yahya,DEC,blue
1548,27.0,185.0,84.0,Paulo Borrachinha,36.0,185.0,84.0,Garreth McLellan,KO/TKO,blue
1549,25.0,172.0,61.0,Marlon Vera,40.0,167.0,61.0,Brad Pickett,KO/TKO,blue
1550,26.0,180.0,77.0,Vicente Luque,27.0,182.0,77.0,Leon Edwards,DEC,red
1551,31.0,185.0,70.0,Teemu Packalen,25.0,177.0,70.0,Marc Diakiese,KO/TKO,red
1552,30.0,190.0,84.0,Scott Askham,29.0,185.0,77.0,Bradley Scott,DEC,red
1553,38.0,185.0,93.0,Francimar Barroso,27.0,182.0,84.0,Darren Stewart,DEC,blue
1554,40.0,180.0,70.0,Reza Madadi,30.0,177.0,70.0,Joe Duffy,DEC,red
1555,29.0,190.0,93.0,Corey Anderson,38.0,185.0,93.0,Jimi Manuwa,KO/TKO,red
1556,24.0,172.0,61.0,Lucie Pudilova,36.0,170.0,61.0,Lina Lansberg,DEC,red
1557,33.0,190.0,120.0,Tim Johnson,36.0,182.0,112.0,Daniel Omielanczuk,DEC,blue
1558,29.0,177.0,65.0,Makwan Amirkhani,24.0,172.0,65.0,Arnold Allen,DEC,red
1559,36.0,182.0,77.0,Alan Jouban,30.0,180.0,77.0,Gunnar Nelson,SUB,red
1560,33.0,187.0,84.0,Gegard Mousasi,34.0,187.0,84.0,Chris Weidman,KO/TKO,blue
1561,34.0,187.0,93.0,Anthony Johnson,39.0,180.0,106.0,Daniel Cormier,SUB,red
1562,35.0,187.0,93.0,Jan Blachowicz,37.0,187.0,93.0,Patrick Cummins,DEC,red
1563,30.0,175.0,61.0,Irene Aldana,29.0,175.0,56.0,Katlyn Chookagian,DEC,red
1564,28.0,177.0,70.0,Charles Oliveira,32.0,177.0,70.0,Will Brooks,SUB,blue
1565,27.0,185.0,77.0,Sean Strickland,31.0,182.0,77.0,Kamaru Usman,DEC,red
1566,38.0,180.0,77.0,Patrick Cote,35.0,175.0,77.0,Thiago Alves,DEC,red
1567,28.0,177.0,70.0,Desmond Green,33.0,167.0,65.0,Josh Emmett,DEC,blue
1568,32.0,180.0,70.0,Andrew Holbrook,31.0,175.0,70.0,Gregor Gillespie,KO/TKO,red
1569,30.0,165.0,56.0,Magomed Bibulatov,30.0,165.0,56.0,Jenel Lausa,DEC,blue
1570,32.0,162.0,52.0,Pearl Gonzalez,31.0,162.0,52.0,Cynthia Calvillo,SUB,red
1571,32.0,180.0,65.0,Mike de la Torre,29.0,177.0,65.0,Myles Jury,KO/TKO,red
1572,34.0,193.0,108.0,Junior Dos Santos,36.0,193.0,109.0,Stipe Miocic,KO/TKO,red
1573,27.0,157.0,52.0,Jessica Andrade,31.0,167.0,52.0,Joanna Jedrzejczyk,DEC,red
1574,29.0,170.0,65.0,Enrique Barzola,30.0,172.0,65.0,Gabriel Benitez,DEC,blue
1575,33.0,180.0,77.0,Jorge Masvidal,40.0,185.0,77.0,Demian Maia,DEC,red
1576,29.0,175.0,70.0,Dustin Poirier,34.0,175.0,70.0,Eddie Alvarez,,no contest
1577,26.0,180.0,65.0,Yair Rodriguez,36.0,167.0,65.0,Frankie Edgar,KO/TKO,red
1578,33.0,180.0,70.0,Polo Reyes,31.0,190.0,70.0,James Vick,KO/TKO,red
1579,26.0,177.0,65.0,Jason Knight,33.0,180.0,65.0,Chas Skelly,KO/TKO,blue
1580,37.0,185.0,84.0,David Branch,29.0,185.0,84.0,Krzysztof Jotko,DEC,blue
1581,36.0,180.0,111.0,Rashad Coulter,28.0,193.0,113.0,Chase Sherman,KO/TKO,red
1582,31.0,180.0,93.0,Gadzhimurad Antigulov,39.0,190.0,93.0,Joachim Christensen,SUB,blue
1583,32.0,175.0,65.0,Artem Lobov,34.0,172.0,65.0,Cub Swanson,DEC,red
1584,36.0,177.0,70.0,Diego Sanchez,31.0,175.0,70.0,Al Iaquinta,KO/TKO,red
1585,32.0,187.0,93.0,Sam Alvey,37.0,185.0,84.0,Thales Leites,DEC,red
1586,24.0,170.0,56.0,Brandon Moreno,29.0,165.0,56.0,Dustin Ortiz,SUB,blue
1587,28.0,152.0,52.0,Danielle Taylor,35.0,165.0,52.0,Jessica Penne,DEC,blue
1588,28.0,172.0,56.0,Matt Schnell,32.0,157.0,56.0,Hector Sandoval,KO/TKO,red
1589,32.0,185.0,70.0,Michael McBride,35.0,175.0,70.0,Scott Holtzman,DEC,red
1590,33.0,170.0,61.0,Cindy Dandois,34.0,167.0,56.0,Alexis Davis,DEC,red
1591,34.0,170.0,61.0,Eddie Wineland,34.0,160.0,61.0,John Dodson,DEC,red
1592,33.0,185.0,93.0,Marcos Rogerio de Lima,35.0,190.0,93.0,Ovince Saint Preux,SUB,red
1593,33.0,177.0,77.0,Joe Proctor,29.0,182.0,77.0,Bryan Barberena,KO/TKO,red
1594,28.0,177.0,70.0,Stevie Ray,34.0,177.0,70.0,Joe Lauzon,DEC,blue
1595,27.0,177.0,77.0,Mike Perry,33.0,175.0,77.0,Jake Ellenberger,KO/TKO,blue
1596,32.0,160.0,52.0,Michelle Waterson,26.0,165.0,52.0,Rose Namajunas,SUB,red
1597,31.0,170.0,56.0,Tim Elliott,27.0,175.0,56.0,Louis Smolka,DEC,blue
1598,30.0,185.0,84.0,Andrew Sanchez,30.0,193.0,93.0,Anthony Smith,KO/TKO,red
1599,29.0,180.0,65.0,Renato Moicano,32.0,175.0,65.0,Jeremy Stephens,DEC,blue
1600,33.0,162.0,56.0,Wilson Reis,32.0,160.0,56.0,Demetrious Johnson,SUB,red
1601,27.0,182.0,84.0,Robert Whittaker,38.0,185.0,84.0,Jacare Souza,KO/TKO,blue
1602,40.0,177.0,77.0,Nathan Coy,34.0,182.0,77.0,Zak Cummings,SUB,red
1603,42.0,182.0,119.0,Roy Nelson,30.0,167.0,65.0,Alexander Volkov,DEC,red
1604,25.0,170.0,61.0,Tom Duquesnoy,37.0,172.0,61.0,Patrick Williams,KO/TKO,blue
1605,33.0,175.0,70.0,Rashid Magomedov,32.0,177.0,70.0,Bobby Green,DEC,blue
1606,35.0,167.0,61.0,Augusto Mendes,29.0,170.0,61.0,Aljamain Sterling,DEC,red
1607,27.0,172.0,61.0,Ketlen Vieira,31.0,172.0,56.0,Ashlee Evans-Smith,DEC,blue
1608,26.0,180.0,65.0,Max Holloway,32.0,170.0,65.0,Jose Aldo,KO/TKO,blue
1609,32.0,160.0,52.0,Karolina Kowalkiewicz,29.0,162.0,52.0,Claudia Gadelha,SUB,red
1610,31.0,170.0,61.0,Matthew Lopez,40.0,170.0,61.0,Johnny Eduardo,KO/TKO,blue
1611,30.0,165.0,56.0,Deiveson Figueiredo,32.0,172.0,56.0,Marco Beltran,KO/TKO,blue
1612,32.0,185.0,84.0,Eric Spicely,,,,Antonio Carlos Junior,SUB,red
1613,31.0,180.0,84.0,Oluwale Bamgbose,27.0,185.0,84.0,Paulo Costa,KO/TKO,red
1614,31.0,177.0,77.0,Yancy Medeiros,34.0,182.0,77.0,Erick Silva,KO/TKO,blue
1615,29.0,154.0,52.0,Jamie Moyle,25.0,152.0,52.0,Viviane Pereira,DEC,red
1616,34.0,177.0,77.0,Jimmy Wallhead,25.0,182.0,77.0,Luan Chagas,SUB,red
1617,39.0,182.0,84.0,Nate Marquardt,41.0,182.0,84.0,Vitor Belfort,DEC,red
1618,32.0,167.0,61.0,Brian Kelleher,38.0,175.0,61.0,Iuri Alcantara,SUB,blue
1619,38.0,187.0,93.0,Glover Teixeira,31.0,195.0,93.0,Alexander Gustafsson,KO/TKO,red
1620,31.0,187.0,84.0,Chris Camozzi,37.0,190.0,84.0,Trevor Smith,DEC,red
1621,28.0,193.0,84.0,Alex Nicholson,30.0,185.0,84.0,Jack Hermansson,KO/TKO,red
1622,31.0,190.0,93.0,Misha Cirkunov,29.0,187.0,93.0,Volkan Oezdemir,KO/TKO,red
1623,29.0,172.0,70.0,Joaquim Silva,40.0,180.0,70.0,Reza Madadi,DEC,blue
1624,35.0,187.0,77.0,Ben Saunders,31.0,182.0,77.0,Peter Sobotta,KO/TKO,red
1625,37.0,185.0,77.0,Nordine Taleb,27.0,182.0,77.0,Oliver Enkamp,DEC,blue
1626,28.0,165.0,61.0,Damian Stasiak,32.0,167.0,61.0,Pedro Munhoz,DEC,red
1627,29.0,182.0,77.0,Bojan Velickovic,32.0,182.0,77.0,Nico Musoke,KO/TKO,blue
1628,32.0,175.0,70.0,Damir Hadzovic,26.0,175.0,70.0,Marcin Held,KO/TKO,blue
1629,26.0,182.0,77.0,Jessin Ayari,25.0,182.0,77.0,Darren Till,DEC,red
1630,30.0,182.0,84.0,Omari Akhmedov,33.0,177.0,77.0,Abdul Razak Alhassan,DEC,blue
1631,44.0,177.0,120.0,Mark Hunt,33.0,190.0,118.0,Derrick Lewis,KO/TKO,blue
1632,30.0,165.0,56.0,Ben Nguyen,31.0,170.0,56.0,Tim Elliott,SUB,blue
1633,33.0,167.0,56.0,Ashkan Mokhtarian,34.0,167.0,56.0,John Moraga,DEC,red
1634,34.0,172.0,70.0,Ross Pearson,28.0,182.0,70.0,Dan Hooker,KO/TKO,red
1635,35.0,177.0,70.0,Vinc Pichel,33.0,177.0,70.0,Damien Brown,KO/TKO,blue
1636,37.0,170.0,70.0,Mizuto Hirota,29.0,200.0,113.0,Alexander Volkanovski,DEC,red
1637,31.0,180.0,77.0,Zak Ottow,37.0,177.0,77.0,Kiichi Kunimoto,DEC,blue
1638,30.0,177.0,77.0,Dominique Steele,30.0,180.0,77.0,Luke Jumeau,DEC,red
1639,21.0,167.0,52.0,Chanmi Jeon,26.0,165.0,52.0,JJ Aldrich,DEC,red
1640,29.0,190.0,93.0,Henrique da Silva,24.0,185.0,93.0,Ion Cutelaba,KO/TKO,red
1641,32.0,190.0,113.0,Marcin Tybura,39.0,190.0,109.0,Andrei Arlovski,DEC,blue
1642,32.0,170.0,61.0,Russell Doane,29.0,170.0,61.0,Kwan Ho Kwak,KO/TKO,blue
1643,34.0,180.0,70.0,Jon Tuck,40.0,172.0,70.0,Takanori Gomi,SUB,blue
1644,29.0,177.0,56.0,Ulka Sasaki,26.0,170.0,61.0,Justin Scoggins,SUB,blue
1645,35.0,195.0,113.0,Walt Harris,32.0,182.0,112.0,Cyril Asker,KO/TKO,blue
1646,33.0,172.0,77.0,Rafael Dos Anjos,32.0,177.0,77.0,Tarec Saffiedine,DEC,blue
1647,35.0,165.0,61.0,Bethe Correia,36.0,172.0,65.0,Holly Holm,KO/TKO,red
1648,30.0,180.0,77.0,Colby Covington,36.0,187.0,77.0,Dong Hyun Kim,DEC,blue
1649,29.0,175.0,77.0,Frank Camacho,30.0,182.0,77.0,Li Jingliang,DEC,red
1650,24.0,172.0,61.0,Lucie Pudilova,28.0,170.0,56.0,Ji Yeon Kim,DEC,blue
1651,27.0,172.0,65.0,Rolando Dy,30.0,177.0,65.0,Alex Caceres,KO/TKO,red
1652,30.0,193.0,93.0,Paul Craig,28.0,185.0,93.0,Khalil Rountree Jr.,KO/TKO,red
1653,37.0,190.0,84.0,Ryan Janes,,,,Jack Marshman,DEC,red
1654,31.0,185.0,119.0,Justin Willis,30.0,177.0,110.0,James Mulheron,DEC,blue
1655,36.0,180.0,77.0,Galore Bofando,37.0,180.0,77.0,Charlie Ward,KO/TKO,blue
1656,28.0,182.0,77.0,Bobby Nash,31.0,185.0,77.0,Danny Roberts,KO/TKO,red
1657,34.0,180.0,70.0,Paul Felder,28.0,177.0,70.0,Stevie Ray,KO/TKO,blue
1658,27.0,175.0,61.0,Albert Morales,26.0,170.0,61.0,Brett Johns,DEC,red
1659,39.0,162.0,56.0,Neil Seery,28.0,165.0,56.0,Alexandre Pantoja,SUB,red
1660,32.0,182.0,77.0,Santiago Ponzinibbio,30.0,180.0,77.0,Gunnar Nelson,KO/TKO,blue
1661,31.0,162.0,52.0,Cynthia Calvillo,32.0,167.0,56.0,Joanne Calderwood,DEC,blue
1662,31.0,162.0,61.0,Amanda Lemos,36.0,175.0,61.0,Leslie Smith,KO/TKO,red
1663,30.0,,70.0,Daniel Teymur,30.0,182.0,65.0,Danny Henry,DEC,red
1664,31.0,193.0,93.0,Jon Jones,39.0,180.0,106.0,Daniel Cormier,KO/TKO,no contest
1665,26.0,177.0,65.0,Jason Knight,36.0,172.0,65.0,Ricardo Lamas,KO/TKO,red
1666,28.0,160.0,52.0,Alexandra Albu,27.0,162.0,52.0,Kailin Curran,DEC,blue
1667,29.0,172.0,70.0,Drew Dober,38.0,177.0,77.0,Joshua Burkman,KO/TKO,blue
1668,25.0,160.0,56.0,Jarred Brooks,27.0,167.0,56.0,Eric Shelton,DEC,blue
1669,29.0,187.0,93.0,Volkan Oezdemir,38.0,185.0,93.0,Jimi Manuwa,KO/TKO,blue
1670,37.0,170.0,61.0,Tonya Evinger,33.0,172.0,65.0,Cris Cyborg,KO/TKO,red
1671,29.0,180.0,65.0,Renato Moicano,27.0,172.0,65.0,Brian Ortega,SUB,red
1672,40.0,185.0,77.0,Demian Maia,36.0,175.0,77.0,Tyron Woodley,DEC,red
1673,35.0,185.0,77.0,Donald Cerrone,36.0,180.0,77.0,Robbie Lawler,DEC,red
1674,30.0,180.0,65.0,Calvin Kattar,28.0,180.0,65.0,Andre Fili,DEC,blue
1675,39.0,170.0,65.0,Dennis Siver,39.0,175.0,65.0,BJ Penn,DEC,blue
1676,35.0,175.0,84.0,Johny Hendricks,37.0,182.0,84.0,Tim Boetsch,KO/TKO,red
1677,30.0,165.0,56.0,Justine Kish,34.0,162.0,52.0,Felice Herrig,DEC,red
1678,27.0,182.0,93.0,Jeremy Kimball,33.0,187.0,93.0,Josh Stansbury,KO/TKO,blue
1679,26.0,175.0,70.0,Kevin Lee,30.0,185.0,70.0,Michael Chiesa,SUB,blue
1680,27.0,170.0,52.0,Maryna Moroz,30.0,154.0,52.0,Carla Esparza,DEC,red
1681,30.0,177.0,70.0,Erik Koch,36.0,170.0,65.0,Clay Guida,DEC,red
1682,31.0,177.0,70.0,Darrell Horcher,30.0,182.0,70.0,Devin Powell,DEC,blue
1683,28.0,193.0,93.0,Dominick Reyes,39.0,190.0,93.0,Joachim Christensen,KO/TKO,blue
1684,33.0,177.0,70.0,Michel Quinones,30.0,175.0,70.0,Jared Gordon,KO/TKO,red
1685,29.0,177.0,70.0,Johnny Case,28.0,182.0,70.0,Tony Martin,DEC,red
1686,25.0,182.0,84.0,Marvin Vettori,39.0,185.0,84.0,Vitor Miranda,DEC,blue
1687,26.0,175.0,84.0,Kelvin Gastelum,34.0,187.0,84.0,Chris Weidman,SUB,red
1688,27.0,170.0,61.0,Thomas Almeida,29.0,162.0,61.0,Jimmie Rivera,DEC,red
1689,33.0,190.0,93.0,Gian Villante,37.0,187.0,93.0,Patrick Cummins,DEC,red
1690,30.0,180.0,77.0,Alex Oliveira,35.0,185.0,77.0,Ryan LaFlare,KO/TKO,blue
1691,31.0,180.0,77.0,Elizeu Zaleski dos Santos,33.0,182.0,77.0,Lyman Good,DEC,blue
1692,31.0,177.0,70.0,Chris Wade,29.0,180.0,70.0,Frankie Perez,DEC,blue
1693,34.0,177.0,65.0,Darren Elkins,31.0,167.0,65.0,Dennis Bermudez,DEC,blue
1694,31.0,170.0,65.0,Godofredo Pepey,27.0,180.0,65.0,Shane Burgos,DEC,red
1695,26.0,180.0,65.0,Jeremy Kennedy,31.0,170.0,65.0,Kyle Bochniak,DEC,blue
